Periodo del;01/01/2021 al 31/12/2021;;;;;;;;;;;;
Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada;Salida;Saldo;Costo Unitario
"GA-00074";"GABINETE ADOSABLE 350X350X150MM HERMETICA (F.G. 1.20) C / CHAPA PUSH";;Saldo Anterior;;;;;0;;;;0.00;0
"GA-00075";"GABINETE ADOSABLE 810X600X150MM CIEGA (F.G. 1.20) C / CHAPA PUSH";;Saldo Anterior;;;;;0;;;;0.00;0
"GA-00076";"GABINETE ADOSABLE 850X550X150MM CIEGA (F.G. 1.50) C / CHAPA PUSH";;Saldo Anterior;;;;;0;;;;0.00;0
"GA-00077";"GABINETE ADOSABLE 1100X750X150MM CIEGA (F.G. 1.50) C / CHAPA PUSH";;Saldo Anterior;;;;;0;;;;0.00;0
"GA-00078";"GABINETE ADOSABLE 450X350X180MM CIEGO (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GA-00079";"GABINETE ADOSABLE 200X200X100MM CIEGA (F.G. 1.50) C / CHAPA PUSH";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00001";"GABINETE PARA EMPOTRAR 650X450X125MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00002";"GABINETE PARA EMPOTRAR 650X450X140MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00003";"GABINETE PARA EMPOTRAR 850X550X125MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00004";"GABINETE PARA EMPOTRAR 850X550X140MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00005";"GABINETE PARA EMPOTRAR 850X550X141MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00006";"GABINETE PARA EMPOTRAR 1100X700X140MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00007";"GABINETE PARA EMPOTRAR 2000X800X600MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00008";"GABINETE PARA EMPOTRAR 850X650X140MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00009";"GABINETE PARA EMPOTRAR 300X300X150MM (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00010";"GABINETE PARA EMPOTRAR 400X300X150MM (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00011";"GABINETE PARA EMPOTRAR 600X300X150MM (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00012";"GABINETE PARA EMPOTRAR 1100X700X150MM (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00013";"GABINETE PARA EMPOTRAR 650X350X150MM (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00014";"GABINETE PARA EMPOTRAR 600X450X130MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GE-00015";"GABINETE PARA EMPOTRAR 12 POLOS RIEL DING";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00001";"GAB CONTRA INCENDIO PARA EMPOTRAR 600X600X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00002";"GAB CONTRA INCEN  ADOSAR 700X590X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00003";"GAB CONTRA INCEN ADOSAR 450X250X250MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00004";"GAB CONTRA INCEN ADOSAR 800X600X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00005";"GAB CONTRA INCEN ADOSAR 800X590X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00006";"GAB CONTRA INCENDIO PARA EMPOTRAR 650X600X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00007";"GAB CONTRA INCEN ADOSAR 650X630X160MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00008";"GAB CONTRA INCENDIO PARA EMPOTRAR 600X650X160MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00009";"GAB CONTRA INCENDIO PARA EMPOTRAR 680X650X160MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00010";"GAB CONTRA INCEN ADOSAR 700X600X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00011";"GAB CONTRA INCEN ADOSAR 600X650X160MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00012";"GAB CONTRA INCEN ADOSAR 650X350X150MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00013";"GAB CONTRA INCEN ADOSAR 200X200X150MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00014";"GAB CONTRA INCEN ADOSAR 650X350X150MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00015";"GAB CONTRA INCEN ADOSAR 800X400X230MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00016";"GAB CONTRA INCEN ADOSAR 1200X1000X350MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00017";"GAB CONTRA INCEN ADOSABLE 1700X1200X800mm (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00018";"GAB CONTRA INCENDIO PARA ADOSAR 600X600X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00019";"GAB ATAQUE RAPIDO C/I ADOSAR 1000X1000X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00020";"GAB CONTRA INCEN ADOSAR 1000X1000X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00021";"GAB CONTRA INCEN ADOSAR 800X700X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GECI-00022";"GAB CONTRA INCEN ADOSAR 800X400X220MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"GEL-00001";"THOR GEL DE RESISTENCIA PARA PUESTA TIERRA";;Saldo Anterior;;;;;0;;;;0.00;0
"GPC-00001";"CICLAN TIPO GARRA 3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"HJC-00001";"HOJA DE SIERRA MARCA SANDFLEX";;Saldo Anterior;;;;;0;;;;0.00;0
"HJC-00002";"SIERRA COPA 27MM - 1 1/16";;Saldo Anterior;;;;;0;;;;0.00;0
"HJC-00003";"SIERRA COPA 60MM - 2 3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"HJC-00004";"SIERRA COPA 75MM - 3";;Saldo Anterior;;;;;0;;;;0.00;0
"HJC-00005";"SOPORTE SIERRA COPA 3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"HJC-00006";"SOPORTE SIERRA COPA 7/16";;Saldo Anterior;;;;;0;;;;0.00;0
"HJC-00007";"CINTA DE AISLANTE 3M";;Saldo Anterior;;;;;0;;;;0.00;0
"ITM-00001";"INTERRUPTOR TERMOMAGNETICO, ACTI 9 IC60N, 2X6A 20KA 220V";;Saldo Anterior;;;;;0;;;;0.00;0
"ITM-00002";"INTERRUPTOR TERMOMAGNETICO, ACTI 9 IC60N, 2X10 A 20KA 220V";;Saldo Anterior;;;;;0;;;;0.00;0
"ITM-00003";"INTERRUPTOR TERMOMAGNETICO, ACTI 9 IC60N, 3X40 A 20KA 220V";;Saldo Anterior;;;;;0;;;;0.00;0
"ITM-00004";"INTERRUPTOR TERMOMAGNETICO, ACTI 9 IC60N, 3X20 A 20KA 220V";;Saldo Anterior;;;;;0;;;;0.00;0
"ITM-00005";"INTERRUPTOR TERMOMAGNETICO, ACTI 9 IC60N, 3X50 A 20KA 220V";;Saldo Anterior;;;;;0;;;;0.00;0
"ITM-00006";"INTERRUPTOR TERMOMAGNETICO, ACTI 9 IC60N, 3X32 A 20KA 220V";;Saldo Anterior;;;;;0;;;;0.00;0
"ITM-00007";"INTERRUPTOR TERMOMAGNETICO, ACTI 9 IC120N, 3X100 A";;Saldo Anterior;;;;;0;;;;0.00;0
"LLT-0001";"LLAVE TERMICA 3X80 AMP CHINT";;Saldo Anterior;;;;;0;;;;0.00;0
"LLT-0002";"LLAVE DE 2X40";;Saldo Anterior;;;;;0;;;;0.00;0
"LLT-0003";"LLAVE DE 2X20";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00001";"MARCADOR P/CABLE EC-1 NUMERO “1” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00002";"MARCADOR P/CABLE EC-1 NUMERO “2” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00003";"MARCADOR P/CABLE EC-1 NUMERO “3” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00004";"MARCADOR P/CABLE EC-1 NUMERO “4” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00005";"MARCADOR P/CABLE EC-1 NUMERO “5” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00006";"MARCADOR P/CABLE EC-1 NUMERO “6” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00007";"MARCADOR P/CABLE EC-1 NUMERO “7” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00008";"MARCADOR P/CABLE EC-1 NUMERO “8” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00009";"MARCADOR P/CABLE EC-1 NUMERO “9” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00010";"MARCADOR P/CABLE EC-1 NUMERO “0” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00011";"MARCADOR P/CABLE EC-1 LETRA “C” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00012";"MARCADOR P/CABLE EC-1 LETRA “A” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00013";"MARCADOR P/CABLE EC-1 LETRA “T” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MCN-00014";"MARCADOR P/CABLE EC-1 LETRA “F” (ROLLOX1000 PZAS) CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"MD-00001";"MOLDE PARA SOLDADURA EXOTERMICA TIPO L CABLE DE 70mm varilla de 3/4""";;Saldo Anterior;;;;;0;;;;0.00;0
"MD-00002";"MOLDE PARA SOLDADURA EXOTERMICA  MOLDE TIPO T  para cable de 70mm a 70mm  varilla de cobre  de 3/4""";;Saldo Anterior;;;;;0;;;;0.00;0
"MD-00003";"MOLDE PARA SOLDADURA EXOTERMICA MOLDE TIPO T Para cable de  95mm  a 70mm varilla de cobre 3/4""";;Saldo Anterior;;;;;0;;;;0.00;0
"PB-00001";"PLACA BASE 400X300MM (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PB-00002";"PLACA BASE 600X300MM (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PB-00003";"PLACA BASE 550X250MM";;Saldo Anterior;;;;;0;;;;0.00;0
"PB-00004";"PLACA BASE 600X350MM (F°G° 0.80)";;Saldo Anterior;;;;;0;;;;0.00;0
"PB-00005";"PLACA BASE 650X350MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"PB-00006";"PLACA BASE 850X550MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0001";"PUERTA  CON CHAPA PUSH 69.5X59.5 CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0002";"PUERTA CON CHAPA PUSH 60X45.5CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0003";"PUERTA CON CHAPA PUSH 60X61.50CM  (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0004";"PUERTA  DOBLE HOJA CON CHAPA PUSH 69X60CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0005";"PUERTA DOBLE HOJA CON CHAPA PUSH 66X62CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0006";"PUERTA DOBLE HOJA CON CHAPA PUSH 61X61.2CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0007";"PUERTA  CON CHAPA PUSH 59.7X142.0CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0008";"PUERTA  CON CHAPA PUSH 59.7X100.0CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0009";"PUERTA DOBLE HOJA CON CHAPA PUSH 90.0X75.0CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PCP-0010";"PUERTA DOBLE HOJA CON CHAPA PUSH 75.0X75.0CM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"PEX-00001";"PERNO DE EXPANSION 3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"PEX-00002";"PERNO DE EXPANSION 5/8 X 5”";;Saldo Anterior;;;;;0;;;;0.00;0
"PEX-00003";"PERNO DE EXPANSION CON CAMISETA 5/8 X 5”";;Saldo Anterior;;;;;0;;;;0.00;0
"PG-00002";"PLANCHA GALVANIZADA F°G° 1.90 (1200x2400mm)";;Saldo Anterior;;;;;0;;;;0.00;0
"PGT-00001";"PEGAMENTO DE 1/4 DORADO MARCA OATEY";;Saldo Anterior;;;;;0;;;;0.00;0
"PIMP-00001";"SECADORA DE MANOS AUTOMATICO";;Saldo Anterior;;;;;0;;;;0.00;0
"PIMP-00002";"REGULADOR DE TENSION MOTOR CA 2.5A MONO DIMMER";;Saldo Anterior;;;;;0;;;;0.00;0
"PLAF-00001";"PLANCHA LAMINADA AL FRIO LAF 1.45 (1200x2400mm)";;Saldo Anterior;;;;;0;;;;0.00;0
"PN-00001";"PERNO COCHE 1/2";;Saldo Anterior;;;;;0;;;;0.00;0
"PN-00002";"PERNO COCHE 3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"PN-00003";"PERNO COCHE ZNC NCG°2   1/4”  X 3/4”";;Saldo Anterior;;;;;0;;;;0.00;0
"PN-00004";"PERNO CAB PAN NC G°2 1/4” X 2” + TURCA";;Saldo Anterior;;;;;0;;;;0.00;0
"PN-00005";"PERNO  1/4"" X 2"" F°G°";;Saldo Anterior;;;;;0;;;;0.00;0
"PRS-00001";"PRENSAESTOPA PG 16 GRIS CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"PTM-00001";"PORTAMEDIDOR COMPLAC INTERIOR.";;Saldo Anterior;;;;;0;;;;0.00;0
"RDIN-00001";"RIEL DIN RANURADO 2400MM ( F.G. 0.80)";;Saldo Anterior;;;;;0;;;;0.00;0
"RDIN-00002";"RIEL DIN RANURADO 600MM ( F.G.1.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00001";"REDUCCION DE 1000 A 600MM (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00002";"REDUCCION DE 1000 A 700MM (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00003";"REDUCCION DE 1000 A 800MM (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00004";"REDUCCION DE 600X400X100MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00005";"REDUCCION DE 800 A 300 X 100MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00006";"REDUCCION DE 800 A 500 X 100MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00007";"REDUCCION DE 800 A 400 X 100MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00008";"REDUCCION DE 500 A 400 X 100MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00009";"REDUCCION DE 500 A 300MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00010";"REDUCCION DE 700 A 600MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00011";"REDUCCION DE 600 A 500MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00012";"REDUCCION DE 400X100MM A 300X100MM C/TAPA (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00013";"REDUCCION DE 300 A 200MM C/TAPA (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00014";"REDUCCION DE 600 A 400MM (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00015";"REDUCCION SIMETRICA DE 800 A 700MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00016";"REDUCCION SIMETRICA DE 1300 A 700MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00017";"REDUCCION SIMETRICA DE 700 A 400MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00018";"REDUCCION SIMETRICA DE 700 A 500MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00019";"REDUCCION ASIMETRICA DE 600 A 400MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00020";"REDUCCION ASIMETRICA DE 800 A 600MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00021";"REDUCCION ASIMETRICA DE 800 A 500MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00022";"REDUCCION ASIMETRICA DE 1500 A 700MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00023";"REDUCCION RANURADA DE 600X300MM  C/T (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00024";"REDUCCION DE 400 A 200MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00025";"REDUCCION DE 600 A 400MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00026";"REDUCCION DE 1000 A 300MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00027";"REDUCCION DE 1000 A 500MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00028";"REDUCCION DE 750 A 500MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00029";"REDUCCION ASIMETRICA 200X500X150MM (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00030";"REDUCCION DE 400X100MM A 250X100MM C/TAPA (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00031";"REDUCCION RANURADA DE 600X150MM A 300X150MM C/T (F°G°1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00032";"REDUCCION RANURADA DE 600X150MM A 500X150MM C/T (F°G°1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00033";"REDUCCION RANURADA DE 850X150MM A 500X150MM C/T (F°G°1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00034";"REDUCCION RANURADA DE 700X150MM A 300X150MM C/T (F°G°1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00035";"REDUCCION RANURADA DE 600X150MM A 300X150MM C/T (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00036";"REDUCCION RANURADA DE 600X150MM A 500X150MM C/T (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00037";"REDUCCION RANURADA DE 850X150MM A 500X150MM C/T (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00038";"REDUCCION RANURADA DE 700X150MM A 300X150MM C/T (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00039";"REDUCCION DE 250 A 200 X 100MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00040";"REDUCCION DE 350 A 250 X 100MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00041";"REDUCCION DE 450 A 350 X 100MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00042";"REDUCCION DE 500 A 350MM X 100MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00043";"REDUCCION DE 550 A 450MM X 100MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00044";"REDUCCION DE 700 A 500MM X 100MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00045";"REDUCCION DE 850 A 300MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00046";"REDUCCION DE 700 A 300MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00047";"REDUCCION RANURADA DE 500X100MM (F°G° 2.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00048";"REDUCCION RANURADA DE 300X100MM (F°G° 2.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00049";"REDUCCION RANURADA DE 400X200MM (F°G° 2.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00050";"REDUCCION RANURADA DE 400X300MM (F°G° 2.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00051";"REDUCCION RANURADA DE 500X400MM (F°G° 2.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00052";"REDUCCION DE 300X100MM A 200X100MM C/T (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00053";"REDUCCION DE 200 A 150MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00054";"REDUCCION DE 400X120MM A 250X120MM C/TAPA (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00055";"REDUCCION DE 500X120MM A 350X120MM C/TAPA (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00056";"REDUCCION DE 400X100MM A 350X100MM C/TAPA (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00057";"REDUCCION DE 450X100MM A 350X100MM C/TAPA (F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"REDUC-00058";"REDUCCION DE 600X300X100MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"RG-00001";"CAJA DE REGISTRO PARA POZO TIERRA";;Saldo Anterior;;;;;0;;;;0.00;0
"RH-00001";"RELOJ HORARIO";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00001";"RIEL UNISTRUT BAJO LISO 400X200X2.400mm (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00002";"RIEL UNISTRUT BAJO LISO 40X20X2.400mm (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00003";"RIEL UNISTRUT BAJO RANU  410X210X2400mm (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00004";"RIEL UNISTRUT BAJO RANU 410X210X3000mm (FG. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00005";"RIEL UNISTRUT BAJO 40X20X3000mm EXTRA PESADO (F°G° 1.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00006";"RIEL UNISTRUT BAJO 400X200X2400mm (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00007";"RIEL UNISTRUT BAJO RANURADO 410X210X2.400mm EXTRA PESADO (F°G° 2.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00008";"RIEL UNISTRUT BAJO 410X210X2400mm (F°G° 1.15)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNIS-00009";"RIEL UNISTRUT BAJO X 2400 (F°G° 1.00).";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNISA-00001";"RIEL UNISTRUT ALTO 2400MM ( F.G.1.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNISA-00002";"RIEL UNISTRUT ALTO 2400MM ( F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNISA-00003";"RIEL UNISTRUT ALTO RANU 400X400X2400mm (FG. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNISA-00004";"RIEL UNISTRUT ALTO RANU 410X410X3000mm EXTRA PESADO (F°G° 1.90)	";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNISP-00001";"RIEL UNISTRUT ALTO RANU 400X400X2400mm EXTRA PESADO (F°G° 1.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"RUNISP-00002";"RIEL UNISTRUT ALTO RANU 410X410X3000mm (FG. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SAL-00001";"SAL INDUSTRIAL X 25KG";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0001";"CAJA SCHUKO 130X70X50MM  3/4 (F. G. 0.90).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0002";"CAJA SCHUKO 130X75X50MM 1"" (1.20).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0003";"CAJA SCHUKO 133X74X54MM 1/2 (F. G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0003";"CAJA SCHUKO 133X74X54MM 1/2 (F. G. 1.20)";29/11/2021;Entrada por Producci;146;Almacen Central;33;0;33;1;33.00;0.00;33.00;1
"SCHU-0003";"CAJA SCHUKO 133X74X54MM 1/2 (F. G. 1.20)";29/11/2021;Guía de remisión - R;100003296;Almacen Central;0;33;0;0;0.00;33.00;0.00;1
"SCHU-0004";"CAJA SCHUKO 130X71X52MM 3/4 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0005";"CAJA SCHUKO 131X71X52MM   CIEGA(F. G. 1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0005";"CAJA SCHUKO 131X71X52MM   CIEGA(F. G. 1.50).";17/12/2021;Entrada por Producci;169;Almacen Central;450;0;450;1;450.00;0.00;450.00;1
"SCHU-0005";"CAJA SCHUKO 131X71X52MM   CIEGA(F. G. 1.50).";18/12/2021;Guía de remisión - R;218;Almacen Central;0;450;0;0;0;450;0.00;1
"SCHU-0005";"CAJA SCHUKO 131X71X52MM   CIEGA(F. G. 1.50).";18/12/2021;Guía de remisión - R;218;Almacen Punto de Ventas 1;450;0;450;0;450;0;450.00;1
"SCHU-0005";"CAJA SCHUKO 131X71X52MM   CIEGA(F. G. 1.50).";18/12/2021;Salida por Consumo;480;Almacen Punto de Ventas 1;0;450;0;0;0.00;450.00;0.00;1
"SCHU-0006";"CAJA SCHUKO 130X71X52MM 1/2 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
